pair_id,imageA,imageB,dimension
254,sampled_images/103422_108.944_34.1891_90_0.png,sampled_images/103723_108.935_34.2524_90_0.png,Greenery
255,sampled_images/56284_108.94_34.2972_90_0.png,sampled_images/7513_108.916_34.1586_90_0.png,Greenery
256,sampled_images/26479_109.023_34.3423_90_0.png,sampled_images/27778_108.92_34.3651_90_0.png,Greenery
257,sampled_images/24993_108.991_34.1716_90_0.png,sampled_images/84047_108.97_34.1583_90_0.png,Greenery
258,sampled_images/108619_108.886_34.2799_90_0.png,sampled_images/68258_108.933_34.2999_90_0.png,Greenery
259,sampled_images/107615_108.928_34.2712_90_0.png,sampled_images/85380_108.892_34.2067_90_0.png,Greenery
260,sampled_images/25418_108.938_34.2428_90_0.png,sampled_images/44062_108.954_34.328_90_0.png,Greenery
261,sampled_images/22715_108.921_34.3796_90_0.png,sampled_images/90400_108.97_34.2541_90_0.png,Greenery
262,sampled_images/38780_108.818_34.238_90_0.png,sampled_images/67174_108.915_34.3499_90_0.png,Greenery
263,sampled_images/57172_108.908_34.1721_90_0.png,sampled_images/89929_108.791_34.1752_90_0.png,Greenery
264,sampled_images/21372_109.029_34.2931_90_0.png,sampled_images/27291_108.985_34.2304_90_0.png,Greenery
265,sampled_images/75847_108.887_34.2729_90_0.png,sampled_images/76905_108.935_34.1832_90_0.png,Greenery
266,sampled_images/21372_109.029_34.2931_90_0.png,sampled_images/57609_108.984_34.2852_90_0.png,Greenery
267,sampled_images/16467_108.845_34.3645_90_0.png,sampled_images/26917_108.928_34.3116_90_0.png,Greenery
268,sampled_images/7216_109.085_34.2975_90_0.png,sampled_images/91239_108.818_34.164_90_0.png,Greenery
269,sampled_images/36064_108.934_34.3616_90_0.png,sampled_images/93915_109.055_34.2785_90_0.png,Greenery
270,sampled_images/50182_108.971_34.1564_90_0.png,sampled_images/5964_108.915_34.3548_90_0.png,Greenery
271,sampled_images/27058_108.886_34.2879_90_0.png,sampled_images/75169_108.988_34.2243_90_0.png,Greenery
272,sampled_images/40671_108.885_34.2103_90_0.png,sampled_images/54965_108.976_34.4056_90_0.png,Greenery
273,sampled_images/16467_108.845_34.3645_90_0.png,sampled_images/34446_108.949_34.3037_90_0.png,Greenery
274,sampled_images/10051_108.886_34.2673_90_0.png,sampled_images/78945_108.997_34.1747_90_0.png,Greenery
275,sampled_images/101916_108.942_34.3218_90_0.png,sampled_images/108619_108.886_34.2799_90_0.png,Greenery
276,sampled_images/16546_109.051_34.3409_90_0.png,sampled_images/21830_108.984_34.2523_90_0.png,Greenery
277,sampled_images/46107_108.884_34.3264_90_0.png,sampled_images/53792_109.01_34.2707_90_0.png,Greenery
278,sampled_images/44062_108.954_34.328_90_0.png,sampled_images/56284_108.94_34.2972_90_0.png,Greenery
279,sampled_images/27778_108.92_34.3651_90_0.png,sampled_images/91239_108.818_34.164_90_0.png,Greenery
280,sampled_images/5453_109.044_34.3003_90_0.png,sampled_images/74053_108.864_34.1903_90_0.png,Greenery
281,sampled_images/102236_108.865_34.2541_90_0.png,sampled_images/21070_109.006_34.3156_90_0.png,Greenery
282,sampled_images/18994_108.876_34.2881_90_0.png,sampled_images/259_108.936_34.2608_90_0.png,Greenery
283,sampled_images/57297_108.953_34.2133_90_0.png,sampled_images/90400_108.97_34.2541_90_0.png,Greenery
284,sampled_images/12333_109.052_34.3429_90_0.png,sampled_images/27307_108.996_34.2369_90_0.png,Greenery
285,sampled_images/46137_108.858_34.3228_90_0.png,sampled_images/51089_109.042_34.2522_90_0.png,Greenery
286,sampled_images/101390_108.876_34.2712_90_0.png,sampled_images/56284_108.94_34.2972_90_0.png,Greenery
287,sampled_images/103521_109.015_34.2103_90_0.png,sampled_images/85699_109.057_34.3006_90_0.png,Greenery
288,sampled_images/105584_108.934_34.2317_90_0.png,sampled_images/85380_108.892_34.2067_90_0.png,Greenery
289,sampled_images/103748_108.943_34.2611_90_0.png,sampled_images/21771_108.956_34.1609_90_0.png,Greenery
290,sampled_images/16469_108.843_34.3638_90_0.png,sampled_images/38067_108.892_34.1943_90_0.png,Greenery
291,sampled_images/14963_109.042_34.2961_90_0.png,sampled_images/23112_108.989_34.2487_90_0.png,Greenery
292,sampled_images/24560_108.984_34.2408_90_0.png,sampled_images/63285_108.975_34.2043_90_0.png,Greenery
293,sampled_images/102477_108.898_34.2882_90_0.png,sampled_images/27291_108.985_34.2304_90_0.png,Greenery
294,sampled_images/103956_108.91_34.2384_90_0.png,sampled_images/64512_108.859_34.3495_90_0.png,Greenery
295,sampled_images/10051_108.886_34.2673_90_0.png,sampled_images/103521_109.015_34.2103_90_0.png,Greenery
296,sampled_images/85333_108.922_34.1891_90_0.png,sampled_images/89929_108.791_34.1752_90_0.png,Greenery
297,sampled_images/109563_109.029_34.3233_90_0.png,sampled_images/18201_108.931_34.3284_90_0.png,Greenery
298,sampled_images/31536_108.895_34.2974_90_0.png,sampled_images/68751_108.862_34.2784_90_0.png,Greenery
299,sampled_images/16270_108.99_34.4055_90_0.png,sampled_images/23230_108.817_34.2304_90_0.png,Greenery
300,sampled_images/70284_108.938_34.2701_90_0.png,sampled_images/84047_108.97_34.1583_90_0.png,Greenery
301,sampled_images/20720_108.932_34.3119_90_0.png,sampled_images/40976_108.835_34.2682_90_0.png,Greenery
302,sampled_images/11936_108.942_34.268_90_0.png,sampled_images/25602_108.922_34.3883_90_0.png,Greenery
303,sampled_images/28052_108.898_34.1729_90_0.png,sampled_images/96814_109.058_34.2483_90_0.png,Greenery
304,sampled_images/104456_108.925_34.3505_90_0.png,sampled_images/24940_108.992_34.1657_90_0.png,Greenery
305,sampled_images/12207_108.903_34.1863_90_0.png,sampled_images/5964_108.915_34.3548_90_0.png,Greenery
306,sampled_images/108663_108.888_34.2486_90_0.png,sampled_images/262_108.939_34.2608_0_0.png,Greenery
307,sampled_images/103585_108.858_34.1888_90_0.png,sampled_images/81973_109.042_34.3144_90_0.png,Greenery
308,sampled_images/23596_109.025_34.2526_90_0.png,sampled_images/54965_108.976_34.4056_90_0.png,Greenery
309,sampled_images/14963_109.042_34.2961_90_0.png,sampled_images/75847_108.887_34.2729_90_0.png,Greenery
310,sampled_images/13783_108.837_34.1954_90_0.png,sampled_images/31536_108.895_34.2974_90_0.png,Greenery
311,sampled_images/84047_108.97_34.1583_90_0.png,sampled_images/98809_109.042_34.3625_90_0.png,Greenery
312,sampled_images/16632_108.93_34.1404_90_0.png,sampled_images/25359_109.045_34.3266_90_0.png,Greenery
313,sampled_images/103815_108.928_34.2526_90_0.png,sampled_images/88278_109.002_34.237_90_0.png,Greenery
314,sampled_images/27307_108.996_34.2369_90_0.png,sampled_images/29003_108.885_34.2337_90_0.png,Greenery
315,sampled_images/20018_108.943_34.2928_90_0.png,sampled_images/79920_108.875_34.1625_90_0.png,Greenery
316,sampled_images/21690_108.836_34.1877_90_0.png,sampled_images/61272_108.956_34.1636_90_0.png,Greenery
317,sampled_images/18201_108.931_34.3284_90_0.png,sampled_images/54730_109.07_34.2796_90_0.png,Greenery
318,sampled_images/19272_108.807_34.1177_90_0.png,sampled_images/21940_108.91_34.2403_90_0.png,Greenery
319,sampled_images/4198_109.017_34.2308_90_0.png,sampled_images/85699_109.057_34.3006_90_0.png,Greenery
320,sampled_images/106074_108.934_34.1778_90_0.png,sampled_images/80236_109.042_34.3184_90_0.png,Greenery
321,sampled_images/106225_108.9_34.1885_90_0.png,sampled_images/84047_108.97_34.1583_90_0.png,Greenery
322,sampled_images/103597_108.869_34.1898_90_0.png,sampled_images/32755_108.901_34.3581_90_0.png,Greenery
323,sampled_images/44062_108.954_34.328_90_0.png,sampled_images/74483_109.081_34.3741_90_0.png,Greenery
324,sampled_images/35562_109.012_34.3487_90_0.png,sampled_images/45737_108.883_34.2476_90_0.png,Greenery
325,sampled_images/25068_108.986_34.3186_90_0.png,sampled_images/27291_108.985_34.2304_90_0.png,Greenery
326,sampled_images/24993_108.991_34.1716_90_0.png,sampled_images/49078_108.917_34.3533_90_0.png,Greenery
327,sampled_images/78538_109.068_34.2761_90_0.png,sampled_images/91602_108.952_34.2265_90_0.png,Greenery
328,sampled_images/107615_108.928_34.2712_90_0.png,sampled_images/16467_108.845_34.3645_90_0.png,Greenery
329,sampled_images/27291_108.985_34.2304_90_0.png,sampled_images/40867_109.059_34.2616_90_0.png,Greenery
330,sampled_images/105769_109.014_34.2359_90_0.png,sampled_images/97319_108.828_34.1834_90_0.png,Greenery
331,sampled_images/102855_108.947_34.363_90_0.png,sampled_images/23093_108.865_34.2049_90_0.png,Greenery
332,sampled_images/104796_108.984_34.144_90_0.png,sampled_images/63449_108.919_34.3079_90_0.png,Greenery
333,sampled_images/12959_108.862_34.1816_90_0.png,sampled_images/46137_108.858_34.3228_90_0.png,Greenery
334,sampled_images/103944_108.904_34.2388_90_0.png,sampled_images/24560_108.984_34.2408_90_0.png,Greenery
335,sampled_images/103956_108.91_34.2384_90_0.png,sampled_images/56073_109.051_34.3348_90_0.png,Greenery
336,sampled_images/57297_108.953_34.2133_90_0.png,sampled_images/98809_109.042_34.3625_90_0.png,Greenery
337,sampled_images/28982_108.844_34.2271_90_0.png,sampled_images/90592_108.925_34.2385_90_0.png,Greenery
338,sampled_images/34469_109.042_34.3323_90_0.png,sampled_images/35204_108.816_34.2538_90_0.png,Greenery
339,sampled_images/27778_108.92_34.3651_90_0.png,sampled_images/85380_108.892_34.2067_90_0.png,Greenery
340,sampled_images/27881_108.956_34.1597_90_0.png,sampled_images/41444_108.85_34.3774_90_0.png,Greenery
341,sampled_images/42376_109.074_34.283_90_0.png,sampled_images/63628_108.918_34.2889_90_0.png,Greenery
342,sampled_images/25284_108.952_34.1919_90_0.png,sampled_images/32755_108.901_34.3581_90_0.png,Greenery
343,sampled_images/10051_108.886_34.2673_90_0.png,sampled_images/91191_108.891_34.2043_90_0.png,Greenery
344,sampled_images/21940_108.91_34.2403_90_0.png,sampled_images/93915_109.055_34.2785_90_0.png,Greenery
345,sampled_images/13783_108.837_34.1954_90_0.png,sampled_images/49078_108.917_34.3533_90_0.png,Greenery
346,sampled_images/21372_109.029_34.2931_90_0.png,sampled_images/77074_108.848_34.3469_90_0.png,Greenery
347,sampled_images/103899_108.923_34.233_90_0.png,sampled_images/67174_108.915_34.3499_90_0.png,Greenery
348,sampled_images/52391_108.934_34.2582_90_0.png,sampled_images/97319_108.828_34.1834_90_0.png,Greenery
349,sampled_images/107615_108.928_34.2712_90_0.png,sampled_images/15918_108.944_34.3314_90_0.png,Greenery
350,sampled_images/107615_108.928_34.2712_90_0.png,sampled_images/5376_108.913_34.2203_90_0.png,Greenery
351,sampled_images/62154_108.964_34.148_90_0.png,sampled_images/75847_108.887_34.2729_90_0.png,Greenery
352,sampled_images/14963_109.042_34.2961_90_0.png,sampled_images/54390_108.919_34.3414_90_0.png,Greenery
353,sampled_images/68330_108.92_34.3116_90_0.png,sampled_images/86097_109.022_34.2001_90_0.png,Greenery
354,sampled_images/2584_108.991_34.3125_90_0.png,sampled_images/34951_108.87_34.2073_90_0.png,Greenery
355,sampled_images/18994_108.876_34.2881_90_0.png,sampled_images/46137_108.858_34.3228_90_0.png,Greenery
356,sampled_images/109705_108.845_34.3292_90_0.png,sampled_images/67174_108.915_34.3499_90_0.png,Greenery
357,sampled_images/21771_108.956_34.1609_90_0.png,sampled_images/7216_109.085_34.2975_90_0.png,Greenery
358,sampled_images/44849_108.809_34.1146_90_0.png,sampled_images/89929_108.791_34.1752_90_0.png,Greenery
359,sampled_images/103748_108.943_34.2611_90_0.png,sampled_images/26734_108.887_34.1504_90_0.png,Greenery
360,sampled_images/102236_108.865_34.2541_90_0.png,sampled_images/62445_109.043_34.3217_90_0.png,Greenery
361,sampled_images/31536_108.895_34.2974_90_0.png,sampled_images/52391_108.934_34.2582_90_0.png,Greenery
362,sampled_images/36064_108.934_34.3616_90_0.png,sampled_images/76905_108.935_34.1832_90_0.png,Greenery
363,sampled_images/53771_108.934_34.3114_90_0.png,sampled_images/78945_108.997_34.1747_90_0.png,Greenery
364,sampled_images/102364_108.885_34.2502_90_0.png,sampled_images/35562_109.012_34.3487_90_0.png,Greenery
365,sampled_images/103944_108.904_34.2388_90_0.png,sampled_images/26734_108.887_34.1504_90_0.png,Greenery
366,sampled_images/20018_108.943_34.2928_90_0.png,sampled_images/25418_108.938_34.2428_90_0.png,Greenery
367,sampled_images/106048_108.867_34.1679_90_0.png,sampled_images/62154_108.964_34.148_90_0.png,Greenery
368,sampled_images/106048_108.867_34.1679_90_0.png,sampled_images/7513_108.916_34.1586_90_0.png,Greenery
369,sampled_images/29897_108.934_34.2174_90_0.png,sampled_images/4198_109.017_34.2308_90_0.png,Greenery
370,sampled_images/54390_108.919_34.3414_90_0.png,sampled_images/76601_109.076_34.2912_90_0.png,Greenery
371,sampled_images/34951_108.87_34.2073_90_0.png,sampled_images/42376_109.074_34.283_90_0.png,Greenery
372,sampled_images/105922_108.842_34.1908_90_0.png,sampled_images/29939_108.998_34.3555_90_0.png,Greenery
373,sampled_images/262_108.939_34.2608_90_0.png,sampled_images/50027_109.003_34.2789_90_0.png,Greenery
374,sampled_images/49078_108.917_34.3533_90_0.png,sampled_images/68751_108.862_34.2784_90_0.png,Greenery
375,sampled_images/26479_109.023_34.3423_90_0.png,sampled_images/34983_108.867_34.1954_90_0.png,Greenery
376,sampled_images/102236_108.865_34.2541_90_0.png,sampled_images/28052_108.898_34.1729_90_0.png,Greenery
377,sampled_images/40867_109.059_34.2616_90_0.png,sampled_images/80236_109.042_34.3184_90_0.png,Greenery
378,sampled_images/105603_108.918_34.2353_90_0.png,sampled_images/63285_108.975_34.2043_90_0.png,Greenery
379,sampled_images/20018_108.943_34.2928_90_0.png,sampled_images/261_108.938_34.2608_270_0.png,Greenery
380,sampled_images/104514_108.967_34.3379_90_0.png,sampled_images/88402_108.99_34.3437_90_0.png,Greenery
381,sampled_images/26479_109.023_34.3423_90_0.png,sampled_images/85380_108.892_34.2067_90_0.png,Greenery
382,sampled_images/26199_109.001_34.1961_90_0.png,sampled_images/5875_108.952_34.2428_90_0.png,Greenery
383,sampled_images/102364_108.885_34.2502_90_0.png,sampled_images/44676_108.952_34.2137_90_0.png,Greenery
384,sampled_images/104494_108.953_34.3426_90_0.png,sampled_images/70284_108.938_34.2701_90_0.png,Greenery
385,sampled_images/25284_108.952_34.1919_90_0.png,sampled_images/74698_109.046_34.2405_90_0.png,Greenery
386,sampled_images/40484_109.027_34.176_90_0.png,sampled_images/53026_109.09_34.2961_90_0.png,Greenery
387,sampled_images/109670_108.844_34.3041_90_0.png,sampled_images/54390_108.919_34.3414_90_0.png,Greenery
388,sampled_images/108663_108.888_34.2486_90_0.png,sampled_images/24506_108.959_34.2552_90_0.png,Greenery
389,sampled_images/19046_108.842_34.2925_90_0.png,sampled_images/77867_108.891_34.3843_90_0.png,Greenery
390,sampled_images/53792_109.01_34.2707_90_0.png,sampled_images/68258_108.933_34.2999_90_0.png,Greenery
391,sampled_images/106048_108.867_34.1679_90_0.png,sampled_images/32755_108.901_34.3581_90_0.png,Greenery
392,sampled_images/51089_109.042_34.2522_90_0.png,sampled_images/76208_108.86_34.3313_90_0.png,Greenery
393,sampled_images/262_108.939_34.2608_90_0.png,sampled_images/46720_108.857_34.2062_90_0.png,Greenery
394,sampled_images/262_108.939_34.2608_0_0.png,sampled_images/51089_109.042_34.2522_90_0.png,Greenery
395,sampled_images/16467_108.845_34.3645_90_0.png,sampled_images/25284_108.952_34.1919_90_0.png,Greenery
396,sampled_images/24264_108.841_34.1528_90_0.png,sampled_images/63628_108.918_34.2889_90_0.png,Greenery
397,sampled_images/11670_108.878_34.1875_90_0.png,sampled_images/16467_108.845_34.3645_90_0.png,Greenery
398,sampled_images/20720_108.932_34.3119_90_0.png,sampled_images/86324_108.925_34.3348_90_0.png,Greenery
399,sampled_images/74483_109.081_34.3741_90_0.png,sampled_images/85699_109.057_34.3006_90_0.png,Greenery
400,sampled_images/105603_108.918_34.2353_90_0.png,sampled_images/19616_108.85_34.1441_90_0.png,Greenery
401,sampled_images/103276_108.926_34.1893_90_0.png,sampled_images/91602_108.952_34.2265_90_0.png,Greenery
402,sampled_images/26637_108.964_34.3313_90_0.png,sampled_images/27881_108.956_34.1597_90_0.png,Greenery
403,sampled_images/26917_108.928_34.3116_90_0.png,sampled_images/50859_108.897_34.2447_90_0.png,Greenery
404,sampled_images/10766_109.073_34.2973_90_0.png,sampled_images/288_108.862_34.3524_270_0.png,Greenery
405,sampled_images/262_108.939_34.2608_0_0.png,sampled_images/35717_108.991_34.373_90_0.png,Greenery
406,sampled_images/109720_108.894_34.2904_90_0.png,sampled_images/55779_108.825_34.2525_90_0.png,Greenery
407,sampled_images/103945_108.904_34.2395_90_0.png,sampled_images/21690_108.836_34.1877_90_0.png,Greenery
408,sampled_images/103964_108.916_34.2355_90_0.png,sampled_images/70284_108.938_34.2701_90_0.png,Greenery
409,sampled_images/53884_108.948_34.2313_90_0.png,sampled_images/91239_108.818_34.164_90_0.png,Greenery
410,sampled_images/109569_109.034_34.3219_90_0.png,sampled_images/25279_108.899_34.2183_90_0.png,Greenery
411,sampled_images/105769_109.014_34.2359_90_0.png,sampled_images/26637_108.964_34.3313_90_0.png,Greenery
412,sampled_images/15918_108.944_34.3314_90_0.png,sampled_images/24560_108.984_34.2408_90_0.png,Greenery
413,sampled_images/105584_108.934_34.2317_90_0.png,sampled_images/25428_108.929_34.2428_90_0.png,Greenery
414,sampled_images/109705_108.845_34.3292_90_0.png,sampled_images/259_108.936_34.2608_90_0.png,Greenery
415,sampled_images/22906_108.812_34.1648_90_0.png,sampled_images/25418_108.938_34.2428_90_0.png,Greenery
416,sampled_images/21690_108.836_34.1877_90_0.png,sampled_images/42376_109.074_34.283_90_0.png,Greenery
417,sampled_images/53771_108.934_34.3114_90_0.png,sampled_images/5453_109.044_34.3003_90_0.png,Greenery
418,sampled_images/26199_109.001_34.1961_90_0.png,sampled_images/68330_108.92_34.3116_90_0.png,Greenery
419,sampled_images/14963_109.042_34.2961_90_0.png,sampled_images/22906_108.812_34.1648_90_0.png,Greenery
420,sampled_images/27107_109.05_34.2365_90_0.png,sampled_images/29897_108.934_34.2174_90_0.png,Greenery
421,sampled_images/44062_108.954_34.328_90_0.png,sampled_images/85333_108.922_34.1891_90_0.png,Greenery
422,sampled_images/103723_108.935_34.2524_90_0.png,sampled_images/26479_109.023_34.3423_90_0.png,Greenery
423,sampled_images/109670_108.844_34.3041_90_0.png,sampled_images/77716_108.826_34.1252_90_0.png,Greenery
424,sampled_images/100216_109.015_34.3622_90_0.png,sampled_images/19616_108.85_34.1441_90_0.png,Greenery
425,sampled_images/13783_108.837_34.1954_90_0.png,sampled_images/54965_108.976_34.4056_90_0.png,Greenery
426,sampled_images/103723_108.935_34.2524_90_0.png,sampled_images/90592_108.925_34.2385_90_0.png,Greenery
427,sampled_images/109563_109.029_34.3233_90_0.png,sampled_images/25068_108.986_34.3186_90_0.png,Greenery
428,sampled_images/103222_108.972_34.1893_90_0.png,sampled_images/106225_108.9_34.1885_90_0.png,Greenery
429,sampled_images/10051_108.886_34.2673_90_0.png,sampled_images/86626_108.959_34.2428_90_0.png,Greenery
430,sampled_images/105584_108.934_34.2317_90_0.png,sampled_images/96814_109.058_34.2483_90_0.png,Greenery
431,sampled_images/27881_108.956_34.1597_90_0.png,sampled_images/34862_108.909_34.2242_90_0.png,Greenery
432,sampled_images/288_108.862_34.3524_180_0.png,sampled_images/41637_109.089_34.3066_90_0.png,Greenery
433,sampled_images/105879_108.843_34.1589_90_0.png,sampled_images/46216_108.966_34.2859_90_0.png,Greenery
434,sampled_images/107149_109.011_34.3535_90_0.png,sampled_images/62396_108.945_34.1741_90_0.png,Greenery
435,sampled_images/16270_108.99_34.4055_90_0.png,sampled_images/26628_108.956_34.3313_90_0.png,Greenery
436,sampled_images/12207_108.903_34.1863_90_0.png,sampled_images/6507_109.041_34.2574_90_0.png,Greenery
437,sampled_images/21070_109.006_34.3156_90_0.png,sampled_images/22715_108.921_34.3796_90_0.png,Greenery
438,sampled_images/25068_108.986_34.3186_90_0.png,sampled_images/34469_109.042_34.3323_90_0.png,Greenery
439,sampled_images/20720_108.932_34.3119_90_0.png,sampled_images/34862_108.909_34.2242_90_0.png,Greenery
440,sampled_images/261_108.938_34.2608_90_0.png,sampled_images/34469_109.042_34.3323_90_0.png,Greenery
441,sampled_images/259_108.936_34.2608_90_0.png,sampled_images/86097_109.022_34.2001_90_0.png,Greenery
442,sampled_images/29897_108.934_34.2174_90_0.png,sampled_images/31536_108.895_34.2974_90_0.png,Greenery
443,sampled_images/23596_109.025_34.2526_90_0.png,sampled_images/24940_108.992_34.1657_90_0.png,Greenery
444,sampled_images/100216_109.015_34.3622_90_0.png,sampled_images/63449_108.919_34.3079_90_0.png,Greenery
445,sampled_images/23093_108.865_34.2049_90_0.png,sampled_images/5453_109.044_34.3003_90_0.png,Greenery
446,sampled_images/21372_109.029_34.2931_90_0.png,sampled_images/84047_108.97_34.1583_90_0.png,Greenery
447,sampled_images/103945_108.904_34.2395_90_0.png,sampled_images/46216_108.966_34.2859_90_0.png,Greenery
448,sampled_images/41637_109.089_34.3066_90_0.png,sampled_images/90354_108.931_34.3859_90_0.png,Greenery
449,sampled_images/16632_108.93_34.1404_90_0.png,sampled_images/28052_108.898_34.1729_90_0.png,Greenery
450,sampled_images/57297_108.953_34.2133_90_0.png,sampled_images/92660_108.868_34.1602_90_0.png,Greenery
451,sampled_images/25359_109.045_34.3266_90_0.png,sampled_images/28982_108.844_34.2271_90_0.png,Greenery
452,sampled_images/105684_108.922_34.2329_90_0.png,sampled_images/86224_108.978_34.3452_90_0.png,Greenery
453,sampled_images/20053_108.942_34.2668_90_0.png,sampled_images/36064_108.934_34.3616_90_0.png,Greenery
454,sampled_images/21028_109.004_34.2919_90_0.png,sampled_images/76270_108.956_34.3343_90_0.png,Greenery
455,sampled_images/62748_108.895_34.1901_90_0.png,sampled_images/76270_108.956_34.3343_90_0.png,Greenery
456,sampled_images/38067_108.892_34.1943_90_0.png,sampled_images/74483_109.081_34.3741_90_0.png,Greenery
457,sampled_images/103964_108.916_34.2355_90_0.png,sampled_images/104796_108.984_34.144_90_0.png,Greenery
458,sampled_images/32717_108.98_34.2521_90_0.png,sampled_images/67174_108.915_34.3499_90_0.png,Greenery
459,sampled_images/108619_108.886_34.2799_90_0.png,sampled_images/34983_108.867_34.1954_90_0.png,Greenery
460,sampled_images/108663_108.888_34.2486_90_0.png,sampled_images/109569_109.034_34.3219_90_0.png,Greenery
461,sampled_images/10012_108.884_34.2386_90_0.png,sampled_images/25300_108.952_34.2038_90_0.png,Greenery
462,sampled_images/103585_108.858_34.1888_90_0.png,sampled_images/105879_108.843_34.1589_90_0.png,Greenery
463,sampled_images/15918_108.944_34.3314_90_0.png,sampled_images/69862_108.988_34.2136_90_0.png,Greenery
464,sampled_images/34242_108.872_34.2134_90_0.png,sampled_images/34282_108.956_34.312_90_0.png,Greenery
465,sampled_images/104494_108.953_34.3426_90_0.png,sampled_images/262_108.939_34.2608_90_0.png,Greenery
466,sampled_images/103723_108.935_34.2524_90_0.png,sampled_images/5446_109.044_34.2951_90_0.png,Greenery
467,sampled_images/34519_108.897_34.2805_90_0.png,sampled_images/54776_109.007_34.2565_90_0.png,Greenery
468,sampled_images/103576_108.85_34.1878_90_0.png,sampled_images/26734_108.887_34.1504_90_0.png,Greenery
469,sampled_images/5445_109.044_34.2944_90_0.png,sampled_images/75169_108.988_34.2243_90_0.png,Greenery
470,sampled_images/262_108.939_34.2608_90_0.png,sampled_images/28982_108.844_34.2271_90_0.png,Greenery
471,sampled_images/10012_108.884_34.2386_90_0.png,sampled_images/103956_108.91_34.2384_90_0.png,Greenery
472,sampled_images/101916_108.942_34.3218_90_0.png,sampled_images/76601_109.076_34.2912_90_0.png,Greenery
473,sampled_images/25284_108.952_34.1919_90_0.png,sampled_images/89929_108.791_34.1752_90_0.png,Greenery
474,sampled_images/24256_108.836_34.1486_90_0.png,sampled_images/261_108.938_34.2608_90_0.png,Greenery
475,sampled_images/24256_108.836_34.1486_90_0.png,sampled_images/78538_109.068_34.2761_90_0.png,Greenery
476,sampled_images/102528_108.836_34.2431_90_0.png,sampled_images/86324_108.925_34.3348_90_0.png,Greenery
477,sampled_images/23230_108.817_34.2304_90_0.png,sampled_images/27291_108.985_34.2304_90_0.png,Greenery
478,sampled_images/109736_108.848_34.1602_90_0.png,sampled_images/89483_108.962_34.3898_90_0.png,Greenery
479,sampled_images/26628_108.956_34.3313_90_0.png,sampled_images/9116_109.042_34.3178_90_0.png,Greenery
480,sampled_images/105879_108.843_34.1589_90_0.png,sampled_images/34282_108.956_34.312_90_0.png,Greenery
481,sampled_images/13942_109.011_34.3603_90_0.png,sampled_images/26419_108.991_34.1789_90_0.png,Greenery
482,sampled_images/26637_108.964_34.3313_90_0.png,sampled_images/54390_108.919_34.3414_90_0.png,Greenery
483,sampled_images/40484_109.027_34.176_90_0.png,sampled_images/78538_109.068_34.2761_90_0.png,Greenery
484,sampled_images/25602_108.922_34.3883_90_0.png,sampled_images/5376_108.913_34.2203_90_0.png,Greenery
485,sampled_images/34014_109.087_34.3198_90_0.png,sampled_images/57172_108.908_34.1721_90_0.png,Greenery
486,sampled_images/23093_108.865_34.2049_90_0.png,sampled_images/63628_108.918_34.2889_90_0.png,Greenery
487,sampled_images/25300_108.952_34.2038_90_0.png,sampled_images/46107_108.884_34.3264_90_0.png,Greenery
488,sampled_images/104514_108.967_34.3379_90_0.png,sampled_images/85699_109.057_34.3006_90_0.png,Greenery
489,sampled_images/44849_108.809_34.1146_90_0.png,sampled_images/5964_108.915_34.3548_90_0.png,Greenery
490,sampled_images/40671_108.885_34.2103_90_0.png,sampled_images/78945_108.997_34.1747_90_0.png,Greenery
491,sampled_images/259_108.936_34.2608_90_0.png,sampled_images/74783_109.045_34.2309_90_0.png,Greenery
492,sampled_images/22651_108.915_34.1854_90_0.png,sampled_images/91191_108.891_34.2043_90_0.png,Greenery
493,sampled_images/50182_108.971_34.1564_90_0.png,sampled_images/92660_108.868_34.1602_90_0.png,Greenery
494,sampled_images/104494_108.953_34.3426_90_0.png,sampled_images/92660_108.868_34.1602_90_0.png,Greenery
495,sampled_images/103944_108.904_34.2388_90_0.png,sampled_images/50302_108.918_34.3101_90_0.png,Greenery
496,sampled_images/24506_108.959_34.2552_90_0.png,sampled_images/34983_108.867_34.1954_90_0.png,Greenery
497,sampled_images/24264_108.841_34.1528_90_0.png,sampled_images/25279_108.899_34.2183_90_0.png,Greenery
498,sampled_images/104668_108.959_34.2267_90_0.png,sampled_images/57609_108.984_34.2852_90_0.png,Greenery
499,sampled_images/105922_108.842_34.1908_90_0.png,sampled_images/68258_108.933_34.2999_90_0.png,Greenery
500,sampled_images/74698_109.046_34.2405_90_0.png,sampled_images/79920_108.875_34.1625_90_0.png,Greenery
501,sampled_images/53771_108.934_34.3114_90_0.png,sampled_images/76601_109.076_34.2912_90_0.png,Greenery
502,sampled_images/11936_108.942_34.268_90_0.png,sampled_images/20368_108.877_34.2343_90_0.png,Greenery
503,sampled_images/106384_108.944_34.3569_90_0.png,sampled_images/69512_108.989_34.3635_90_0.png,Greenery
504,sampled_images/109736_108.848_34.1602_90_0.png,sampled_images/88851_109.049_34.2245_90_0.png,Greenery
505,sampled_images/78945_108.997_34.1747_90_0.png,sampled_images/8152_109.059_34.2691_90_0.png,Greenery
506,sampled_images/50027_109.003_34.2789_90_0.png,sampled_images/68258_108.933_34.2999_90_0.png,Greenery
507,sampled_images/19272_108.807_34.1177_90_0.png,sampled_images/5453_109.044_34.3003_90_0.png,Greenery
